platform,review,rating,date,source
Spinny,"Spinny representative kept misleading me for last 5 days by telling me that my car has been inspected, repaired and checked at Baba Automobile Sanpada. I'm sitting at Baba Automobile right now and I came to know that they didn't touch my car and the car was transferred to Highway Auto Work, Thane 3 days ago. This is very unprofessional and misleading your customer is intolerable.",1,2026-07-13,Google Play
Spinny,Good experience about this app. let's see how reliable in real time.,4,2026-07-13,Google Play
Spinny,kindly inko car na sell kare yeh koi na koi baat kr paise hold krte hai or bd mein bolte h apko msg ki through proof gya hai or yeh deduct kr k call krte hai fastag ka issue or rc k chakkar mein.. ek lady ka name bhawana saini h or farhan yeh do agents ne call kr k false information di or mere bhot paise khaye hai.. mere pass sb proof bhi hai,1,2026-07-13,Google Play
Spinny,excellent 👍👌,4,2026-07-13,Google Play
Spinny,very good,5,2026-07-13,Google Play
Spinny,pop,5,2026-07-13,Google Play
Spinny,thanks for your support,5,2026-07-13,Google Play
Spinny,"The process was so smooth, all the things are taken care by spinny",5,2026-07-13,Google Play
Spinny,Great app,5,2026-07-13,Google Play
Spinny,very good platform insta payment,4,2026-07-13,Google Play
Spinny,excellent,5,2026-07-13,Google Play
Spinny,good service 👍,4,2026-07-12,Google Play
Spinny,Mr. Dhruv gave exceptional support throughout the process...Good Communication and Service..,5,2026-07-12,Google Play
Spinny,Nice 👍🏻,5,2026-07-12,Google Play
Spinny,nice 👍,5,2026-07-12,Google Play
Spinny,very worst experience ever with spinny hub chharodi,1,2026-07-12,Google Play
Spinny,Worst car selling app. They give very low rate for new cars.,1,2026-07-12,Google Play
Spinny,"Had an absolutely wonderful experience with Spinny Lucknow! The entire process of buying a car was seamless, transparent, and hassle-free. The staff at the Lucknow hub was extremely polite, professional, and helped me with all my queries without any pressure. The car condition was exactly as promised in the 200-point inspection report. From test drive to documentation and delivery, everything was top-notch. Highly recommend Spinny Lucknow to anyone looking for a reliable pre-owned car!",5,2026-07-12,Google Play
Spinny,best saling app,5,2026-07-12,Google Play
Spinny,spinny good app,5,2026-07-12,Google Play
Spinny,"my dream car now has come true, thanks spinny for making it true and experience in Yelahanka hub, bangalore was best. thanking all staff members and especially Sikandar sir, Deepak guy came to help me with test drive and not to forget the person who came home to deliver the car late night 10 pm really missed to ask him name thanks a ton. never forget Sunil, Prabhu Das sir who made this happen with awesome rewards and suggestions. Thanks Spinny get this Car for my Birthday",5,2026-07-12,Google Play
Spinny,super,5,2026-07-11,Google Play
Spinny,Really have a good deal with Spinny. Love it. 😍,5,2026-07-11,Google Play
Spinny,"Very disappointing experience. I booked a Tata Nano test drive for 11/07/2026 (4–5 PM), but at 3:45 PM the RM called and cancelled it due to a manpower issue. I had already planned my day and wasted my time. Customer support couldn't even provide a slot for the next day or a proper solution. This is highly unprofessional and has completely eroded my trust in Spinny. I'll be looking at other used-car platforms instead.",1,2026-07-11,Google Play
Spinny,Good,1,2026-07-11,Google Play
Spinny,yes good,4,2026-07-11,Google Play
Spinny,thik hai 🙏,5,2026-07-11,Google Play
Spinny,"worst experience from spinny lucknow....after sales service, RC has the wrong pin code updated, now the customer care team is saying it is done by RTO, they can't do anything, I have to do it myself.",1,2026-07-11,Google Play
Spinny,North east pe available?,1,2026-07-11,Google Play
Spinny,nice...,5,2026-07-11,Google Play
Spinny,nice app,5,2026-07-11,Google Play
Spinny,good app,5,2026-07-11,Google Play
Spinny,bhai,5,2026-07-10,Google Play
Spinny,they don't give best price of viechele sold my viechele ciaz car 2022 model for 5.50 lacs now which is listed on their website for 6.84 lacs,1,2026-07-10,Google Play
Spinny,third class app,1,2026-07-10,Google Play
Spinny,on the app accepted the BH series registered but in actual when visiting the spinny location they denied,1,2026-07-10,Google Play
Spinny,Buy karna ho to thoda aasan hai lekin sell karne ke liye bahut ghatiya service hai inki very bad 👎,1,2026-07-10,Google Play
Spinny,spinny tha best car sarvisig,3,2026-07-10,Google Play
Spinny,Great,5,2026-07-10,Google Play
Spinny,"This is one of the best apps I've ever used. It provides everything I need quickly and efficiently in one place. The responses are fast, accurate, and very helpful. I highly recommend this app to everyone.",5,2026-07-09,Google Play
Spinny,bahut achii car mil gyi mujhe ise hi dhund rha tha,5,2026-07-09,Google Play
Spinny,app sometimes doesnt respond to scrolling and had to close the app completly,2,2026-07-09,Google Play
Spinny,"Spinny offered me a price for my car last month, which I initially declined. However, for the past 10–12 days, I've been trying to get in touch with the team to sell my car at the same offered price and purchase another car from Spinny. Every time, I receive a call from Shreya from the Sales Team, who assures me that someone will get back to me, but it's been over 10 days and no one has contacted me. This has been a very disappointing experience. Such poor customer service is not what I expect",1,2026-07-09,Google Play
Spinny,Best deal given & fantastic behaviour by Subham Lohiya ji (e Gurugram office). Vadodara's showroom is neat & clean. Really they are maintaining hygiene parameters.,5,2026-07-09,Google Play
Spinny,"Irresponsible Customer service. Booked a car inspection and they alloted a slot , we waited at the place 10kms away from our home and neither the evaluator guy picks the call nor the managing team . Waste of time and effort",1,2026-07-09,Google Play
Spinny,Nice platform,5,2026-07-09,Google Play
Spinny,okay,4,2026-07-09,Google Play
Spinny,speed response .good communication,5,2026-07-09,Google Play
Spinny,Nice,5,2026-07-09,Google Play
Spinny,Show karenge ~2.10L aur quote karenge 80K . that too for a vehicle jisko inhi ke inspection wale bande ne market se kaafi achi btayi ho!,1,2026-07-09,Google Play
Spinny,सु हा नी बे न वि ष्णुभा इ पा ड वी 🥰,5,2026-07-09,Google Play
Spinny,maansm,1,2026-07-09,Google Play
Spinny,"I would like to say that everyone should not buy or sell any car with Spinny car These people do not give any response to the customer. It has been eight days since my car was inspected, till now there is no response.west of time cars 24 is best company sell my car in 3 day in best price",1,2026-07-08,Google Play
Spinny,"""I recently purchased a car from Spinny and had an absolutely seamless experience! The entire process, right from car selection to loan approval and delivery, was handled with utmost professionalism. Huge thanks to the team for providing excellent support, guidance throughout the loan process, and for the complimentary 30 liters of petrol and free FASTag! Special appreciation to: Pranay (Delhi Team) for great coordination. Vishnu (Uppal Hub) for fantastic guidance and support. Srikanth (IDFC Ban",5,2026-07-08,Google Play
Spinny,सबसे कठिन अप,1,2026-07-08,Google Play
Spinny,Useless rates and irritating calls. Not recommended for selling cars.,1,2026-07-08,Google Play
Spinny,"Very poor service, before inspection i have shared all the details, now after inspection they are not interested to share the price. don't buy and sell from Spinny they are just waisted your time.",1,2026-07-08,Google Play
Spinny,not good give price,1,2026-07-08,Google Play
Spinny,👍,5,2026-07-08,Google Play
Spinny,thank you for,5,2026-07-08,Google Play
Spinny,Seems speed with the process,5,2026-07-08,Google Play
Spinny,price is too high in spinny...i wont recommend this app to anyone. they are buying very low cost and selling to high cost. its almost 40 to 50% higher which is not worthy.,1,2026-07-08,Google Play
Spinny,pleasant experience of buying n selling car from spinny.,5,2026-07-07,Google Play
Spinny,"**5/5 Stars – Incredibly smooth and hassle-free!** > Buying a car through Spinny was a breeze. The app is highly intuitive, the 360-degree views are accurate, and the paperwork was handled completely by their team. Highly recommend if you want to skip the usual used-car dealership headaches.",5,2026-07-07,Google Play
Spinny,"I used challan payment service of this app and i paid 2000rs for that challan but still didn't get the job done, fraudulent service",1,2026-07-07,Google Play
Spinny,easy to checking,5,2026-07-07,Google Play
Spinny,It has been an awesome experience.,5,2026-07-07,Google Play
Spinny,they only waste our time,1,2026-07-07,Google Play
Spinny,after many time repeat call spinny given good service within 3 days i was purchased used car from spiny and 4th day problem was found car not started then I called spinny and try to jumping option but problem not solved then car sent to garage and replaced the battery thank you for spinny team on time and fast service to customer now all problems resolve and we happy for your team for valuable support and on time service.,5,2026-07-07,Google Play
Spinny,I am tried to sell my car with spinny. Unfortunately spinny is not as its showing up . Before inspection lot of calls are came but after inspection no calls and no one taking calls also. Is it a responsiveness of a brand. After inspection i purchased the report and saw many things are wrong.you showing 1.69 lakh and offering 2 lakh. While i was getting 2.7 lakh from market .Where is estimated price. only for that i came across 400km. Cars 24 is giving good value than spinny.,1,2026-07-07,Google Play
Spinny,verry good,5,2026-07-07,Google Play
Spinny,"Worst post sales service!!!! 😞 very disappointed. At time of sale, they just likkkk.....",1,2026-07-07,Google Play
Spinny,"dirty app, its take to open half an hour",1,2026-07-06,Google Play
Spinny,"0 Star Very disappointing experience with Spinny's EV valuation. Despite having a scheduled appointment, they failed to complete the process on time. The valuation took over 3 hours, wasting my time and forcing me to spend extra on fast charging my EV. The staff's communication and behavior were rude and unprofessional. To make matters worse, the valuation offered was far below market value. Poor service, poor time management, and an overall frustrating experience.",1,2026-07-06,Google Play
Spinny,excellent car at reasonable price,4,2026-07-06,Google Play
Spinny,"I recently purchased a Renault Triber 2023 from Spinny, and my overall experience was excellent. The entire buying process was smooth, transparent, and hassle-free. The car was delivered in great condition, exactly as described, and all the documentation was handled professionally. The staff were helpful, answered all my questions patiently, and made the purchase experience stress-free. I'm very satisfied with both the quality of the car and the service provided by Spinny.",5,2026-07-06,Google Play
Spinny,గుడ్,4,2026-07-06,Google Play
Spinny,"Dear Spinny Team, I purchased my car from Spinny just 2 months ago, placing full trust in your quality assurance and post-purchase support. Unfortunately, the car developed multiple issues and was sent to your service center in Pune  for repair 1 week ago. Since then, I have not received any concrete update. *Issues reported:* 1. Engine overheating2. Very low mileage 3. Engine oil and coolant mixing4. Noticeable drop in power pickupDespite multiple follow-ups, no proper response its been 10 days",1,2026-07-06,Google Play
Spinny,They just randomly spam everyone.,1,2026-07-06,Google Play
Spinny,"I recommend using Spinny for Car purchase, truly professional services",5,2026-07-06,Google Play
Spinny,A great help !,5,2026-07-06,Google Play
Spinny,app is not working . filter not working properly. waste of time,1,2026-07-06,Google Play
Spinny,amazing and transparent,5,2026-07-05,Google Play
Spinny,it's good,5,2026-07-05,Google Play
Spinny,very good app,5,2026-07-05,Google Play
Spinny,good spinny,5,2026-07-05,Google Play
Spinny,"I selected the car on the website, took the test drive and got it delivered to my home address within half a day. Very quick and smooth process. Thanks Spinny Team!",5,2026-07-05,Google Play
Spinny,Very user friendly,5,2026-07-05,Google Play
Spinny,keep your phone number and keep yourself updated and keep shut .....Too good information Thanks,5,2026-07-05,Google Play
Spinny,"This is very bad, no one should visit it because its service is very long, no one attends and just sits there, please do not come to that place, no matter how good the car is 24 hours a day, its service is not that long.",1,2026-07-05,Google Play
Spinny,"obviously, the spinny found it good to buy a car of your choice. Staff at Faridabad Hub, Very cooperative, supportive and pains taking.",5,2026-07-05,Google Play
Spinny,"Horrible I had booked my car for an evaluation. Called the evaluator at scheduled time. When I called, he told he is on the way. Later I called him. he told he is been assigned for a new car. I had to go somewhere. Due to which I cancelled my plan. Called customer care. nobody picked my call later. So, unprofessional.",1,2026-07-05,Google Play
Spinny,"For all the detailed reports that spinny boasts about, it never mentioned that the car that I bought will leak. Three months after buying, the rains have come, and I have to deal with waterlogging under my backseat. The customer support says that we have no warranty for that. Worst service, zero accountability!",1,2026-07-04,Google Play
Spinny,😍,5,2026-07-04,Google Play
Spinny,excellent giving pin to pin updates,5,2026-07-04,Google Play
Spinny,"⭐⭐⭐⭐⭐ I recently bought a 2021 Tata Altroz from Spinny, and the experience was smooth from start to finish. The team was professional, transparent, and guided me through every step. The paperwork and delivery were hassle-free, and the car matched the description provided. Their after-sales support has also been responsive. Overall, a trustworthy platform for buying a quality used car. Highly recommended!",5,2026-07-04,Google Play
Spinny,bahut badhiya bahut achcha Laga,5,2026-07-04,Google Play
Spinny,"A premium platform like Spinny should not leave customers to bear financial losses due to administrative mistakes. They issued a new FASTag without ensuring the previous one was deactivated, preventing me from activating my NHAI Annual Pass. I have an upcoming trip and may incur thousands in extra toll charges. It feels like the focus is on selling the car, while post-sale customer support and accountability are lacking.",1,2026-07-04,Google Play
Spinny,"pathetic service please don't sell car with spinny, I sold my car to spinny today on 4th july 2025. After 1 year completed today, car still not transferred, i don't know what happened to my car. no proper response from their call executives, car is still lying on my name. , they told at the time of buying , max 180 days car will be sold & transferred, now no response on calling, evertime they answer we will check status of car with channel partner, very very bad experience with spinny.",1,2026-07-04,Google Play
Spinny,bakwas app inhone car ka price nhi diya sirf isliye kyunki Maine inki car verification report purchase nhi ki jisse inhone na car ka price diya na car ko sale k liye list kiya.,1,2026-07-04,Google Play
Spinny,Worst Service Ever Dont Buy any Vehicle from here,1,2026-07-04,Google Play
Spinny,very easy,5,2026-07-04,Google Play
Spinny,very poor performance,1,2026-07-04,Google Play
Spinny,bad atomobile sarvice,1,2026-07-04,Google Play
Spinny,best,5,2026-07-04,Google Play
Spinny,VERY GOOD APP AND TAKES IMMEDIATE ACTION AND GIVES PROMPT RESPONSE BETTER THAN OUR THINKING. KEEP IT UP.,5,2026-07-03,Google Play
Spinny,Very easy process and everyone at Spinny is very helpful!!!,5,2026-07-03,Google Play
Spinny,Dont deal with these jokers.Expect half the price of your vehicle. Just waste of time.,1,2026-07-03,Google Play
Spinny,"Bought a car from Spinny last year. After 3 months, the AC failed, and after another 3 months, the suspension developed issues. The authorized workshop found the AC was already faulty and had to be replaced completely. The car had signs of previous accident repairs that weren't disclosed.A lot of the paint job was done. Estimated repair cost: ₹1 lakh. Very disappointed with the lack of transparency. I would ask buyers not to go with spinny anymore . They're are a complete fraud",1,2026-07-03,Google Play
Spinny,nice appe and amazing appe,5,2026-07-03,Google Play
Spinny,"This is app of Dacoits. I offered alto 2017 car to them. They first valued it for 91000, then for Rs.100000, then for Rs.109000, then for Rs.118000, then for Rs.123000. After much bargaining with me, deal was done at meager Rs.130000. Out of this, they deducted 1000 for taking car from my house, 4500 showing as pending challans of 2020, 2021 etc. Now when I asked proof of deposit of Rs.4500 challan amount, they refused to provide any details. Third class experience with third class people",1,2026-07-03,Google Play
Spinny,"I would like to raise a concern regarding the valuation of my car. Your team offered me a very low price for my vehicle, stating that it was the appropriate market value. However, I later found that the same car was listed and sold to another customer at a significantly higher price. I understand that businesses need to make a profit, but the huge difference between the price offered to me and the selling price appears unfair and misleading. I request an explanation regarding the valuation proc",2,2026-07-03,Google Play
Spinny,fraud 5 days money back once a vehicle is sold to you then will forget who you are,1,2026-07-03,Google Play
Spinny,"Spinny is one of the best place to buy used cars, they give you the experience of buying a Brand new car, The peoples out there are also very technical and supportive, Overall Great experience buying car in spinny",5,2026-07-03,Google Play
Spinny,spring is good car selling apps,5,2026-07-03,Google Play
Spinny,🙂,5,2026-07-02,Google Play
Spinny,"do not go for valuation to sold your car , all people are fraud they show very less price than local dealers also constantly chasing to sale your car , very pathetic service",1,2026-07-02,Google Play
Spinny,"I bought a Hyundai Elite i20 Sportz from Spinny Wakad, Pune. I was assured there were no legal issues and that the RC transfer would be completed within 3 months. It's now over 3 months and 20 days, yet the RC is still not transferred. Despite repeated follow-ups, I keep getting excuses and new timelines. This lack of transparency has made me question whether there are undisclosed legal or documentation issues with the car. Very disappointing experience.",1,2026-07-02,Google Play
Spinny,Worst app don't sell your car to such theifs they give very less value,1,2026-07-02,Google Play
Spinny,best app,5,2026-07-02,Google Play
Spinny,good experience on selling car with Spinny.,5,2026-07-02,Google Play
Spinny,nice car app,5,2026-07-01,Google Play
Spinny,I used spinny to sell my 7 years old car with ease all process was smooth,5,2026-07-01,Google Play
Spinny,good f,4,2026-07-01,Google Play
Spinny,not bad,5,2026-07-01,Google Play
Spinny,yah app bahut achcha hai*,5,2026-07-01,Google Play
Spinny,कमर्शियल नंबर चाहिए,5,2026-07-01,Google Play
Spinny,This is the worst app. I am not getting prices as per the market.,1,2026-07-01,Google Play
Spinny,"I have heard good feedback about Spinny but the app itself is pretty unstable, keeps hanging every now and then, you have to restart the app and then again set the filters. Even the scroll freezes frequently.",2,2026-06-30,Google Play
Spinny,nice and good job 👍,4,2026-06-30,Google Play
Spinny,excelent,4,2026-06-30,Google Play
Spinny,worst app zero star,1,2026-06-30,Google Play
Spinny,worst service within 3 weeks of buying a car car broke down in mid of a trip and now they ask 15000 for repair of my clutch .,1,2026-06-30,Google Play
Spinny,Bought a used Maruti Baleno from Spinny on 23 June. They activated a new FASTag but didn't close the previous owner's tag. My annual pass application was rejected due to multiple FASTags. I spend ₹450 daily at Bijwasan Toll. Spinny refused to help or contact the previous owner and asked me to wait 15 days for a process that takes just minutes. Extremely poor after-sales support. Very disappointed.,1,2026-06-30,Google Play
Spinny,selling or Buying Car is Easy On Spinny,5,2026-06-30,Google Play
Spinny,good company to buy cars,5,2026-06-30,Google Play
Spinny,chutiya app.not able to open app every time.,2,2026-06-30,Google Play
Spinny,not for ne,1,2026-06-30,Google Play
Spinny,spinny wale sabse bade chor hai inhe gadi bechne se accha open market Mai bech do,1,2026-06-30,Google Play
Spinny,Best used cars selling team... my family bought a car last week and we are completly satisfied. full after service support also,5,2026-06-29,Google Play
Spinny,very good used cars showroom very afforadble rate and full service support. I m fully satisfied with my car which i purchased a week ago. i would definitely recommend my friends and family.,5,2026-06-29,Google Play
Spinny,very good app . Recently I had v good experience in selling my car . Deal and payment done within 24 hours . Staff support is very understanding and too good,5,2026-06-29,Google Play
Spinny,"I had a great experience with Spinny. The staff was professional, transparent, and helpful throughout the process. The car was in excellent condition as described, and the paperwork was completed smoothly. I would definitely recommend Spinny to anyone looking to buy a used car",5,2026-06-29,Google Play
Spinny,super quick 😀,5,2026-06-29,Google Play
Spinny,Best and good,5,2026-06-29,Google Play
Spinny,good service,4,2026-06-29,Google Play
Spinny,superb.....,5,2026-06-29,Google Play
Spinny,Got scammed on buy back promise. They have not kept their promise of buy back policy. They promised me X amount as buy back after 12 months. but after 11 months they have not kept up the promise. They low balled me to 50% of what was initially promised.,1,2026-06-29,Google Play
Spinny,😊👍,5,2026-06-29,Google Play
Spinny,Excellent,5,2026-06-29,Google Play
Spinny,nhi pu,5,2026-06-29,Google Play
Spinny,"Bought my car in December and was promised RC delivery within 90 days, but even after 6+ months I still haven’t received it. Despite multiple follow-ups, there has been no proper resolution and I keep getting conflicting updates. Very poor post-sale support and coordination.",1,2026-06-29,Google Play
Spinny,great,5,2026-06-28,Google Play
Spinny,"Horrible after-sales service. The buying process was smooth, but support disappeared post-purchase. Spinny failed to cancel the previous owner’s FASTag, completely blocking me from activating a new one for months. They repeatedly closed my support tickets without resolving the issue. To make it worse, their team takes 24 hours to reply, intentionally messaging at the end of the day to stall the conversation. Avoid if you value post-sale support.",1,2026-06-28,Google Play
Spinny,"Worse experience on spinny. I will never recommend spinny to anyone in future. Recently i get my car inspected from spinny and after inspection they valued my top model car very less approx less than Rs 250000. When I asked for less valuation they told me in a very rude manner that ""kitna chahiye aapko, kitna hoga aapke hisab se aap hi batao"". I was amazed with such kind of behaviour. Now they are keep sending me revised proposal and they keep decreasing the price value. That's Spinny.",1,2026-06-28,Google Play
Spinny,"Good response, staff behavior good and almost all the process in online. Thank you Spinny. Thank you Dilleshwara Rao and Siraj.",5,2026-06-28,Google Play
Spinny,very worst experience and support from spinny team don't take car from spinny,1,2026-06-28,Google Play
Spinny,sab se ghatiya service agar hai to wo spiny ka hai mujhe aur meri mother ko 3 ghanta tak raste pe khada rakh waya test drive ke naam par aur last me bolta hai sir battery ka issu aa gaya gadi me so sory.,1,2026-06-28,Google Play
Spinny,"spinny sells defective cars.even under warranty , they couldn't repair my car after 2month por service,false promises,and no accountability. I do not recommend spinny.",1,2026-06-28,Google Play
Spinny,good 👍🏻,2,2026-06-28,Google Play
Spinny,supar,5,2026-06-28,Google Play
Spinny,"Maybe this platform is good for buying an old car, but it’s not at all worth it if you’re looking to sell your car 👎",1,2026-06-28,Google Play
Spinny,"I purchased a car from Spinny expecting professional service and customer support. Unfortunately, my experience has been extremely frustrating and disappointing. My car has been with the service center for more than a month, and even now I have not received it back. Every time I contact customer support, I am told to send an email and wait 24–48 hours for a response. However, I rarely receive any proper update or resolution. Communication has been very poor throughout the process. The staff me",1,2026-06-28,Google Play
Spinny,best frm,4,2026-06-28,Google Play
Spinny,"Spinny claims to sell high-quality, thoroughly inspected cars, but my experience was completely different. They advertise good cars, but I received a car with serious issues. Their quality checks seem unreliable, and the after-sales service has been extremely disappointing. I would not recommend buying a car from Spinny.",1,2026-06-28,Google Play
Spinny,waste of time. not user friendly,1,2026-06-28,Google Play
Spinny,inspection was not even updated even after it was done. moreover they had been giving me updates regarding some other car framing it as mine. very bad experience on the first use.,1,2026-06-27,Google Play
Spinny,good app is good work,5,2026-06-27,Google Play
Spinny,froud karte ho down peyment 60 hajar 70 hajar rupaye rupaye bataye ho customer pahuch jaye baad me kahte h 2 Lac .2.50000.hajar jama hoga .... abe jab itna payment jama karna h customer ko to new car khareedega ki tumhate paas ayega,1,2026-06-27,Google Play
Spinny,nice sarvice,5,2026-06-27,Google Play
Spinny,thank u,5,2026-06-27,Google Play
Spinny,fast update,5,2026-06-26,Google Play
Spinny,Very Good App,4,2026-06-26,Google Play
Spinny,good communication with customer service,5,2026-06-26,Google Play
Spinny,Awesome,5,2026-06-26,Google Play
Spinny,worst service apps seems using flush fake promises and fake offer price . insecpection also done by their policy where ur car will be count as trash. don't sell better to deal individual.,1,2026-06-26,Google Play
Spinny,need to improve More,3,2026-06-26,Google Play
Spinny,ex,5,2026-06-26,Google Play
Spinny,Pathetic follow ups.... getting tons of calls from their AI bot Aryan... so frustrating sound.... it has been 2 months.... pl maaf kar do contact karke....,1,2026-06-26,Google Play
Spinny,really good experience with spinny!,5,2026-06-26,Google Play
Spinny,very nice,5,2026-06-26,Google Play
Spinny,verygood,4,2026-06-26,Google Play
Spinny,🤤🙃,1,2026-06-25,Google Play
Spinny,ఒక,5,2026-06-25,Google Play
Spinny,very very very worst service app recently i have buy a car in spinny ....how ever its easy to buy that much its too hard to clime the high cost warrenty .....they will try avoid the hight cost warrenty clime ...its perfect planned bitrey ...soo while buying the car first ask what is the way to high cost warrenty clime and record the voice of the person that ....after buying just try first time high cost warrently that time you will came to know spinny is fraudulance.,1,2026-06-24,Google Play
Spinny,"They have spammed the hell out of me. I just wanted to check my car's resale price and now it's call after call, messages on sms and WhatsApp. Pathetic.",1,2026-06-24,Google Play
Spinny,Excellent and quick,5,2026-06-24,Google Play
Spinny,Spinny had been very cooperative and helpful in settling post sales issues. Great service. I will suggest buyers and sellers to take advantage of wonderful services of Spinny.,5,2026-06-24,Google Play
Spinny,hey when you disable notify your app stopped working it's a big glitch. please work on it and you are not able to find the City location itself,1,2026-06-24,Google Play
Spinny,Good service and experience,5,2026-06-24,Google Play
Spinny,WHY SO MUCH SPAM????,1,2026-06-24,Google Play
Spinny,people are very used to and friendly with their software. Any query they will reply promptly. Or give time in slot as per conversation.,4,2026-06-24,Google Play
Spinny,very good 😊,5,2026-06-24,Google Play
Spinny,superb,4,2026-06-24,Google Play
Spinny,"⭐ 1 Star - Scammed by Spinny Within 2 days of buying their Assured+ car, the engine warning light appeared. I demanded their 5-day buyback; they refused and promised a fix that never materialized. Two years later: the car is still broken (₹1 lakh+ repair needed), unsellable, and sitting in my garage. Spinny now says they ""cannot procure this car."" I've lost lakhs on a lemon car. DO NOT trust Spinny. They ignore their own warranty policy and trap customers. Avoid at all costs.",1,2026-06-23,Google Play
Spinny,"AVOID BUYING FROM SPINNY I was offered a ₹10,000 discount at purchase, but within 2 months the car has had multiple major issues—infotainment failure, a towing incident, and now a no-start/anti-theft lockout. To get the car out of anti-theft mode, I've now been quoted ₹5,500 for new keys and ₹6,500 for a new battery. A vehicle sold after ""rigorous checks"" shouldn't have such recurring problems. Buy at your own risk.",1,2026-06-23,Google Play
Spinny,"a lot of hidden charges and very bad experience,,koi bhi spinny app na choose kro ye paise bahot cut karte hai or car ki sahi value bhi nhi dete",1,2026-06-23,Google Play
Spinny,good 👍😊,3,2026-06-23,Google Play
Spinny,very nice app,5,2026-06-23,Google Play
Spinny,well responses,5,2026-06-23,Google Play
Spinny,very nice 👍,5,2026-06-23,Google Play
Spinny,superstar,5,2026-06-23,Google Play
Spinny,"@myspinny Bought a car from Spinny on 25 May. Within 20 days, I faced a front suspension issue and dropped the car at the Borivali workshop on Friday. After 3 days, I received a ₹10k+ estimate. No proactive updates—had to request callbacks every time. If the car passed a 200+ point inspection, how was this missed? Expecting a fair resolution. #Spinny",1,2026-06-23,Google Play
Spinny,nice experience,5,2026-06-23,Google Play
Spinny,better platform,5,2026-06-23,Google Play
